1403636581613555456,-0.03418,-0.00102,0.10291,-0.01658,0.80034,0.02378,0.59884,-0.08698,-0.03608,-0.63582,
1403636581663555328,-0.03000,-0.00141,0.06667,-0.01819,0.80407,0.02229,0.59384,-0.07488,-0.04984,-0.68756,
1403636581713555456,-0.02499,-0.00228,0.03262,-0.01739,0.80693,0.02396,0.58991,-0.06677,-0.04877,-0.71061,
1403636581763555584,-0.02045,-0.00268,0.00008,-0.01933,0.80879,0.02315,0.58732,-0.06319,-0.04146,-0.71395,
1403636581813555456,-0.02229,-0.00387,-0.03167,-0.02183,0.81007,0.02502,0.58539,-0.08893,-0.02644,-0.71785,
1403636581863555328,-0.02092,-0.00363,-0.06203,-0.02279,0.81205,0.02505,0.58261,-0.07639,-0.02274,-0.70733,
1403636581913555456,-0.02083,-0.00445,-0.09273,-0.02584,0.81535,0.02471,0.57786,-0.07319,-0.01098,-0.67660,
1403636581963555584,-0.02302,-0.00476,-0.12271,-0.02465,0.81962,0.02268,0.57193,-0.06503,-0.01085,-0.63716,
1403636582013555456,-0.02468,-0.00478,-0.15160,-0.02376,0.82451,0.02051,0.56497,-0.05756,-0.01403,-0.58442,
1403636582063555584,-0.02583,-0.00371,-0.17781,-0.02145,0.82965,0.01970,0.55752,-0.05118,0.00298,-0.49934,
1403636582113555456,-0.02699,-0.00249,-0.19907,-0.02074,0.83458,0.02054,0.55012,-0.05102,0.01156,-0.38890,
1403636582163555328,-0.02798,-0.00038,-0.21408,-0.02199,0.83868,0.02098,0.54377,-0.03854,0.02366,-0.24369,
1403636582213555456,-0.02801,0.00186,-0.22159,-0.02259,0.84196,0.02227,0.53861,-0.01310,0.02286,-0.08128,
1403636582263555584,-0.02761,0.00336,-0.22057,-0.02299,0.84395,0.02298,0.53544,0.01769,0.02125,0.09949,
1403636582313555456,-0.02653,0.00488,-0.21038,-0.02406,0.84454,0.02372,0.53443,0.02787,0.02928,0.28730,
1403636582363555328,-0.02527,0.00662,-0.19185,-0.02539,0.84318,0.02358,0.53651,0.03031,0.03518,0.43857,
1403636582413555456,-0.02409,0.00832,-0.16730,-0.02592,0.83972,0.02367,0.54189,0.02914,0.02592,0.53435,
1403636582463555584,-0.02265,0.00975,-0.13877,-0.02631,0.83548,0.02304,0.54841,0.04120,0.02121,0.59522,
1403636582513555456,-0.02078,0.01058,-0.10765,-0.02418,0.83184,0.02368,0.55399,0.04340,0.00889,0.64195,
1403636582563555584,-0.01895,0.01130,-0.07501,-0.02255,0.82903,0.02275,0.55828,0.03735,0.00453,0.65534,
1403636582613555456,-0.01745,0.01131,-0.04179,-0.01891,0.82729,0.02278,0.56099,0.03507,-0.00586,0.67304,
1403636582663555328,-0.01641,0.01106,-0.00815,-0.01660,0.82597,0.02125,0.56307,0.01979,-0.00984,0.66187,
1403636582713555456,-0.01549,0.01034,0.02478,-0.01607,0.82465,0.02002,0.56507,0.03599,-0.02113,0.66146,
1403636582763555584,-0.01364,0.00893,0.05788,-0.01560,0.82276,0.01720,0.56792,0.03752,-0.03249,0.65072,
1403636582813555456,-0.01175,0.00684,0.09009,-0.01465,0.82006,0.01320,0.57194,0.04528,-0.04783,0.65146,
1403636582863555328,-0.00983,0.00426,0.12262,-0.01261,0.81628,0.00852,0.57745,0.02704,-0.04576,0.63168,
1403636582913555456,-0.00890,0.00205,0.15261,-0.01184,0.81157,0.00447,0.58412,0.01119,-0.04244,0.57445,
1403636582963555584,-0.00863,-0.00001,0.17936,-0.01090,0.80656,0.00307,0.59105,-0.00832,-0.03268,0.48508,
1403636583013555456,-0.00934,-0.00160,0.20008,-0.00997,0.80162,0.00164,0.59775,-0.02281,-0.02697,0.34915,
1403636583063555584,-0.01039,-0.00286,0.21351,-0.00951,0.79841,0.00266,0.60203,-0.02242,-0.01847,0.19422,
1403636583113555456,-0.01102,-0.00407,0.21900,-0.00833,0.79704,0.00298,0.60386,-0.01804,-0.02547,0.03195,
1403636583163555328,-0.01209,-0.00500,0.21596,-0.00545,0.79698,0.00360,0.60398,-0.02501,-0.01779,-0.15166,
1403636583213555456,-0.01216,-0.00569,0.20469,-0.00395,0.79775,0.00501,0.60296,-0.01369,0.00176,-0.30079,
1403636583263555584,-0.01290,-0.00591,0.18688,-0.00422,0.79889,0.00623,0.60143,-0.00989,-0.00805,-0.42151,
1403636583313555456,-0.01304,-0.00641,0.16411,-0.00512,0.80015,0.00686,0.59974,0.00005,-0.00875,-0.51920,
1403636583363555328,-0.01344,-0.00735,0.13648,-0.00544,0.80157,0.00795,0.59783,-0.01396,-0.02268,-0.59695,
1403636583413555456,-0.01258,-0.00884,0.10640,-0.00790,0.80301,0.00879,0.59585,-0.01369,-0.03459,-0.65027,
1403636583463555584,-0.01408,-0.01004,0.07300,-0.00861,0.80494,0.01182,0.59317,-0.03027,-0.01903,-0.68036,
1403636583513555456,-0.01416,-0.01090,0.03945,-0.00945,0.80685,0.01333,0.59053,-0.03381,-0.03283,-0.69960,
1403636583563555584,-0.01596,-0.01250,0.00397,-0.00861,0.80941,0.01521,0.58698,-0.02873,-0.02402,-0.70472,
1403636583613555456,-0.01358,-0.01425,-0.03170,-0.00591,0.81276,0.01536,0.58236,-0.02604,-0.02774,-0.71407,
1403636583663555328,-0.01340,-0.01369,-0.06727,-0.00915,0.81766,0.01599,0.57540,-0.04017,0.00651,-0.69210,
1403636583713555456,-0.01379,-0.01288,-0.10101,-0.01258,0.82382,0.01420,0.56653,-0.03956,-0.00048,-0.64199,
1403636583763555584,-0.01421,-0.01235,-0.13201,-0.01643,0.83038,0.01269,0.55681,-0.04006,-0.00056,-0.59037,
1403636583813555456,-0.01521,-0.01191,-0.16013,-0.01824,0.83609,0.01101,0.54819,-0.03902,-0.00090,-0.52779,
1403636583863555328,-0.01642,-0.01168,-0.18528,-0.01845,0.84026,0.01115,0.54175,-0.04096,-0.00446,-0.47282,
1403636583913555456,-0.01820,-0.01171,-0.20674,-0.01626,0.84305,0.01357,0.53742,-0.03902,-0.00054,-0.38449,
1403636583963555584,-0.02007,-0.01114,-0.22348,-0.01567,0.84466,0.01726,0.53479,-0.04546,0.01243,-0.28471,
1403636584013555456,-0.02216,-0.01002,-0.23445,-0.01715,0.84532,0.02043,0.53359,-0.03416,0.02788,-0.16004,
1403636584063555584,-0.02396,-0.00855,-0.23885,-0.01988,0.84522,0.02355,0.53352,-0.02037,0.02755,-0.02701,
1403636584113555456,-0.02445,-0.00730,-0.23610,-0.02267,0.84510,0.02516,0.53354,0.01283,0.01955,0.12272,
1403636584163555328,-0.02362,-0.00627,-0.22583,-0.02429,0.84509,0.02670,0.53341,0.03268,0.01472,0.27657,
1403636584213555456,-0.02204,-0.00537,-0.20848,-0.02450,0.84490,0.02774,0.53365,0.03998,0.01209,0.39589,
1403636584263555584,-0.02005,-0.00457,-0.18570,-0.02483,0.84409,0.02785,0.53491,0.04855,0.01317,0.49836,
1403636584313555456,-0.01790,-0.00365,-0.15914,-0.02475,0.84291,0.02795,0.53675,0.05621,0.01185,0.55593,
1403636584363555328,-0.01475,-0.00333,-0.12919,-0.02308,0.84191,0.02857,0.53836,0.08109,-0.00774,0.63750,
1403636584413555456,-0.01091,-0.00376,-0.09612,-0.01817,0.84084,0.02917,0.54020,0.08435,-0.01074,0.68122,
1403636584463555584,-0.00664,-0.00417,-0.06131,-0.01413,0.83898,0.02933,0.54318,0.08963,-0.01179,0.70971,
1403636584513555456,-0.00257,-0.00427,-0.02508,-0.01232,0.83622,0.02901,0.54749,0.08442,0.00541,0.73659,
1403636584563555584,0.00144,-0.00416,0.01186,-0.01166,0.83252,0.02724,0.55321,0.08470,-0.00170,0.74371,
1403636584613555456,0.00516,-0.00411,0.04920,-0.01045,0.82768,0.02493,0.56055,0.07088,0.00365,0.73724,
1403636584663555328,0.00782,-0.00391,0.08529,-0.00851,0.82188,0.02149,0.56919,0.04948,0.00309,0.71080,
1403636584713555456,0.00935,-0.00369,0.11974,-0.00649,0.81562,0.01932,0.57823,0.02259,0.00791,0.65772,
1403636584763555584,0.01005,-0.00338,0.15108,-0.00414,0.80983,0.01635,0.58643,0.00968,0.00612,0.60557,
1403636584813555456,0.00997,-0.00299,0.17976,-0.00317,0.80494,0.01511,0.59315,-0.01382,0.01674,0.53033,
1403636584863555328,0.00904,-0.00216,0.20368,-0.00424,0.80096,0.01255,0.59857,-0.02782,0.01994,0.43001,
1403636584913555456,0.00766,-0.00131,0.22219,-0.00596,0.79817,0.01157,0.60229,-0.03257,0.02697,0.29812,
1403636584963555584,0.00640,-0.00029,0.23328,-0.00738,0.79678,0.00850,0.60417,-0.01716,0.01281,0.14939,
1403636585013555456,0.00620,-0.00034,0.23700,-0.00700,0.79703,0.00660,0.60386,-0.00527,0.01278,-0.00678,
1403636585063555584,0.00609,-0.00011,0.23336,-0.00652,0.79809,0.00473,0.60248,-0.00449,0.00251,-0.14578,
1403636585113555456,0.00642,0.00002,0.22356,-0.00680,0.79953,0.00444,0.60058,0.00180,0.00557,-0.27651,
1403636585163555328,0.00674,-0.00036,0.20793,-0.00536,0.80127,0.00267,0.59828,0.00627,-0.01089,-0.37781,
1403636585213555456,0.00735,-0.00142,0.18814,-0.00302,0.80319,0.00160,0.59572,0.00809,-0.02442,-0.45986,
1403636585263555584,0.00974,-0.00432,0.16566,0.00109,0.80518,0.00277,0.59303,0.01664,-0.03547,-0.49929,
1403636585313555456,0.00998,-0.00584,0.14026,0.00464,0.80686,0.00379,0.59072,0.01048,-0.04672,-0.53146,
1403636585363555328,0.01088,-0.00859,0.11406,0.00808,0.80866,0.00714,0.58818,0.00144,-0.03806,-0.54510,
1403636585413555456,0.01136,-0.01038,0.08690,0.00954,0.81076,0.00888,0.58523,0.00059,-0.03042,-0.53170,
1403636585463555584,0.01179,-0.01198,0.05941,0.00782,0.81349,0.01269,0.58139,-0.04060,-0.02112,-0.53574,
1403636585513555456,0.00886,-0.01286,0.03302,0.00627,0.81656,0.01563,0.57701,-0.05457,-0.02192,-0.49918,
1403636585563555584,0.00631,-0.01411,0.00810,0.00166,0.81987,0.02024,0.57219,-0.10413,-0.01731,-0.45823,
1403636585613555456,0.00163,-0.01492,-0.01382,-0.00422,0.82332,0.02428,0.56704,-0.11376,-0.01235,-0.39539,
1403636585663555328,-0.00291,-0.01532,-0.03220,-0.01082,0.82712,0.02681,0.56128,-0.12545,-0.00711,-0.31037,
1403636585713555456,-0.00876,-0.01537,-0.04668,-0.01777,0.83115,0.02874,0.55502,-0.12015,-0.01117,-0.24584,
1403636585763555584,-0.01386,-0.01571,-0.05722,-0.02299,0.83546,0.02922,0.54829,-0.10693,-0.00562,-0.16243,
1403636585813555456,-0.01923,-0.01558,-0.06384,-0.02905,0.83978,0.02895,0.54138,-0.11089,-0.00128,-0.11068,
1403636585863555328,-0.02420,-0.01555,-0.06707,-0.03398,0.84470,0.02871,0.53338,-0.09565,-0.00152,-0.04172,
1403636585913555456,-0.02869,-0.01538,-0.06746,-0.03769,0.84964,0.02817,0.52527,-0.08984,-0.00144,-0.01029,
1403636585963555584,-0.03255,-0.01568,-0.06694,-0.03866,0.85527,0.02654,0.51605,-0.06214,-0.01023,0.00745,
1403636586013555456,-0.03558,-0.01585,-0.06582,-0.03702,0.86159,0.02330,0.50573,-0.05407,-0.00531,0.02347,
1403636586063555584,-0.03840,-0.01609,-0.06431,-0.03148,0.86803,0.01940,0.49514,-0.04493,-0.00586,0.03285,
1403636586113555456,-0.04135,-0.01514,-0.06217,-0.02700,0.87351,0.01463,0.48584,-0.05753,0.03036,0.04829,
1403636586163555328,-0.04446,-0.01335,-0.05947,-0.02374,0.87819,0.01017,0.47761,-0.05664,0.03806,0.05818,
1403636586213555456,-0.04813,-0.01117,-0.05677,-0.02300,0.88234,0.00724,0.47000,-0.08085,0.04347,0.04748,
1403636586263555584,-0.05241,-0.00943,-0.05462,-0.02317,0.88677,0.00598,0.46159,-0.08323,0.02491,0.04135,
1403636586313555456,-0.05672,-0.00836,-0.05270,-0.02383,0.89140,0.00372,0.45257,-0.09633,0.01662,0.03296,
1403636586363555328,-0.06189,-0.00806,-0.05144,-0.02430,0.89607,0.00188,0.44325,-0.10331,-0.00087,0.02438,
1403636586413555456,-0.06744,-0.00810,-0.05046,-0.02547,0.90058,-0.00048,0.43393,-0.11868,-0.00492,0.01321,
1403636586463555584,-0.07331,-0.00903,-0.04957,-0.02535,0.90479,-0.00018,0.42510,-0.11118,-0.02848,0.02364,
1403636586513555456,-0.07861,-0.01093,-0.04831,-0.02506,0.90840,0.00086,0.41735,-0.09432,-0.04542,0.02895,
1403636586563555584,-0.08272,-0.01360,-0.04656,-0.02587,0.91113,0.00255,0.41129,-0.06876,-0.06364,0.04028,
1403636586613555456,-0.08526,-0.01727,-0.04439,-0.02696,0.91267,0.00397,0.40779,-0.03207,-0.07818,0.04722,
1403636586663555328,-0.08602,-0.02185,-0.04193,-0.02758,0.91293,0.00351,0.40716,-0.00336,-0.09857,0.04908,
1403636586713555456,-0.08569,-0.02665,-0.03987,-0.02881,0.91187,0.00411,0.40945,0.01221,-0.09049,0.03283,
1403636586763555584,-0.08440,-0.03100,-0.03859,-0.03164,0.91025,0.00466,0.41282,0.03615,-0.08524,0.02248,
1403636586813555456,-0.08204,-0.03565,-0.03760,-0.03373,0.90846,0.00564,0.41657,0.04703,-0.09392,0.01010,
1403636586863555328,-0.07982,-0.03916,-0.03774,-0.03454,0.90682,0.00700,0.42003,0.04011,-0.04967,-0.01082,
1403636586913555456,-0.07746,-0.04088,-0.03814,-0.03502,0.90559,0.00978,0.42259,0.04522,-0.02618,-0.01034,
1403636586963555584,-0.07495,-0.04174,-0.03865,-0.03647,0.90458,0.01203,0.42456,0.04953,-0.02104,-0.00761,
1403636587013555456,-0.07186,-0.04247,-0.03863,-0.03707,0.90407,0.01591,0.42547,0.05608,-0.01320,-0.00196,
1403636587063555584,-0.06891,-0.04296,-0.03865,-0.03771,0.90438,0.01785,0.42469,0.05262,-0.02079,0.00132,
1403636587113555456,-0.06587,-0.04406,-0.03843,-0.03761,0.90541,0.02036,0.42239,0.05704,-0.03545,-0.00208,
1403636587163555328,-0.06271,-0.04644,-0.03850,-0.03720,0.90649,0.02204,0.42001,0.06039,-0.06398,-0.00522,
1403636587213555456,-0.05927,-0.05016,-0.03868,-0.03785,0.90715,0.02300,0.41847,0.06396,-0.09215,-0.00973,
1403636587263555584,-0.05560,-0.05554,-0.03914,-0.03808,0.90767,0.02242,0.41736,0.07367,-0.12509,-0.01060,
1403636587313555456,-0.05145,-0.06273,-0.03967,-0.03835,0.90803,0.02136,0.41660,0.08205,-0.16930,-0.01175,
1403636587363555328,-0.04679,-0.07191,-0.04011,-0.03800,0.90847,0.01997,0.41575,0.09304,-0.19782,-0.00628,
1403636587413555456,-0.04213,-0.08268,-0.04052,-0.03805,0.90893,0.01847,0.41480,0.08760,-0.23327,-0.01185,
1403636587463555584,-0.03767,-0.09501,-0.04112,-0.03860,0.90948,0.01637,0.41362,0.08587,-0.26439,-0.00705,
1403636587513555456,-0.03338,-0.10917,-0.04147,-0.03945,0.91002,0.01432,0.41243,0.07850,-0.30090,-0.00757,
1403636587563555584,-0.02935,-0.12491,-0.04178,-0.03994,0.91033,0.01246,0.41176,0.08164,-0.33037,-0.00188,
1403636587613555456,-0.02511,-0.14208,-0.04171,-0.03968,0.91022,0.00989,0.41211,0.08216,-0.35335,0.00920,
1403636587663555328,-0.02065,-0.16006,-0.04119,-0.03931,0.90935,0.00711,0.41410,0.09298,-0.36975,0.01245,
1403636587713555456,-0.01603,-0.17851,-0.04037,-0.03855,0.90799,0.00357,0.41719,0.09369,-0.37455,0.02225,
1403636587763555584,-0.01155,-0.19714,-0.03946,-0.03781,0.90644,-0.00067,0.42065,0.08648,-0.37843,0.01635,
1403636587813555456,-0.00742,-0.21585,-0.03901,-0.03612,0.90529,-0.00442,0.42323,0.07883,-0.37421,0.00319,
1403636587863555328,-0.00366,-0.23439,-0.03943,-0.03481,0.90493,-0.00811,0.42406,0.06691,-0.36550,-0.01898,
1403636587913555456,-0.00019,-0.25276,-0.04083,-0.03292,0.90550,-0.01095,0.42292,0.05427,-0.35412,-0.03246,
1403636587963555584,0.00257,-0.27025,-0.04280,-0.02970,0.90712,-0.01412,0.41959,0.04439,-0.34062,-0.04204,
1403636588013555456,0.00486,-0.28681,-0.04495,-0.02547,0.90946,-0.01697,0.41466,0.03924,-0.31851,-0.04741,
1403636588063555584,0.00708,-0.30161,-0.04753,-0.02328,0.91147,-0.02074,0.41017,0.03822,-0.27229,-0.05197,
1403636588113555456,0.00900,-0.31384,-0.05028,-0.02314,0.91286,-0.02222,0.40700,0.03082,-0.24097,-0.05098,
1403636588163555328,0.01077,-0.32486,-0.05285,-0.02238,0.91368,-0.02215,0.40522,0.03221,-0.20618,-0.04710,
1403636588213555456,0.01251,-0.33389,-0.05544,-0.02294,0.91382,-0.02169,0.40489,0.02277,-0.16420,-0.04240,
1403636588263555584,0.01375,-0.34071,-0.05752,-0.02401,0.91345,-0.02152,0.40568,0.02284,-0.11426,-0.03599,
1403636588313555456,0.01476,-0.34513,-0.05931,-0.02588,0.91270,-0.02161,0.40723,0.00852,-0.07549,-0.02624,
1403636588363555328,0.01516,-0.34762,-0.06066,-0.02780,0.91191,-0.02095,0.40891,-0.00040,-0.03019,-0.02065,
1403636588413555456,0.01477,-0.34796,-0.06169,-0.02925,0.91122,-0.02165,0.41032,-0.01780,0.00750,-0.01705,
1403636588463555584,0.01393,-0.34633,-0.06229,-0.02986,0.91099,-0.02215,0.41076,-0.02539,0.04166,-0.00268,
1403636588513555456,0.01238,-0.34286,-0.06180,-0.02801,0.91123,-0.02221,0.41033,-0.03890,0.08370,0.02331,
1403636588563555584,0.01067,-0.33720,-0.06022,-0.02686,0.91122,-0.02211,0.41045,-0.04175,0.12720,0.03898,
1403636588613555456,0.00832,-0.32922,-0.05818,-0.02724,0.91105,-0.02203,0.41080,-0.05969,0.17456,0.04810,
1403636588663555328,0.00543,-0.31945,-0.05599,-0.02792,0.91085,-0.02117,0.41125,-0.06844,0.20809,0.03562,
1403636588713555456,0.00167,-0.30782,-0.05474,-0.02999,0.91102,-0.02032,0.41076,-0.08551,0.24634,0.01963,
1403636588763555584,-0.00228,-0.29479,-0.05414,-0.03149,0.91162,-0.01775,0.40944,-0.08328,0.26775,0.01038,
1403636588813555456,-0.00620,-0.28040,-0.05368,-0.03303,0.91225,-0.01578,0.40799,-0.07867,0.29728,0.00592,
1403636588863555328,-0.01000,-0.26436,-0.05331,-0.03502,0.91258,-0.01416,0.40714,-0.08075,0.34042,0.01205,
1403636588913555456,-0.01404,-0.24671,-0.05229,-0.03747,0.91251,-0.01235,0.40715,-0.08931,0.36115,0.02285,
1403636588963555584,-0.01848,-0.22791,-0.05065,-0.03934,0.91218,-0.00988,0.40777,-0.09082,0.38513,0.03863,
1403636589013555456,-0.02324,-0.20805,-0.04857,-0.04134,0.91137,-0.00719,0.40945,-0.10092,0.40390,0.05008,
1403636589063555584,-0.02840,-0.18734,-0.04597,-0.04351,0.91021,-0.00422,0.41183,-0.10441,0.41357,0.05517,
1403636589113555456,-0.03350,-0.16615,-0.04296,-0.04511,0.90899,-0.00075,0.41436,-0.09920,0.42839,0.06728,
1403636589163555328,-0.03854,-0.14424,-0.03951,-0.04667,0.90787,0.00151,0.41665,-0.09957,0.43960,0.06517,
1403636589213555456,-0.04363,-0.12159,-0.03614,-0.04808,0.90723,0.00351,0.41785,-0.10111,0.45883,0.06395,
1403636589263555584,-0.04881,-0.09869,-0.03332,-0.04929,0.90724,0.00567,0.41768,-0.10435,0.45906,0.04720,
1403636589313555456,-0.05394,-0.07525,-0.03115,-0.05044,0.90770,0.00899,0.41647,-0.10440,0.46990,0.02982,
1403636589363555328,-0.05922,-0.05150,-0.02997,-0.05187,0.90855,0.01174,0.41438,-0.10046,0.46926,0.01727,
1403636589413555456,-0.06380,-0.02829,-0.02904,-0.05248,0.90926,0.01504,0.41264,-0.09501,0.46233,0.01222,
1403636589463555584,-0.06851,-0.00487,-0.02818,-0.05244,0.90938,0.01749,0.41228,-0.09665,0.46432,0.01091,
1403636589513555456,-0.07351,0.01881,-0.02766,-0.05322,0.90897,0.01873,0.41303,-0.09993,0.47024,0.00582,
1403636589563555584,-0.07878,0.04247,-0.02723,-0.05470,0.90833,0.02015,0.41417,-0.10292,0.46645,-0.00037,
1403636589613555456,-0.08374,0.06564,-0.02704,-0.05519,0.90770,0.02182,0.41540,-0.09655,0.45870,0.00564,
1403636589663555328,-0.08880,0.08871,-0.02686,-0.05603,0.90708,0.02362,0.41655,-0.10218,0.45531,-0.00316,
1403636589713555456,-0.09391,0.11148,-0.02696,-0.05686,0.90672,0.02518,0.41713,-0.09771,0.45002,-0.00860,
1403636589763555584,-0.09877,0.13405,-0.02786,-0.05961,0.90671,0.02747,0.41662,-0.09647,0.43581,-0.02674,
1403636589813555456,-0.10324,0.15491,-0.02926,-0.06242,0.90733,0.03060,0.41464,-0.08762,0.40306,-0.03689,
1403636589863555328,-0.10746,0.17431,-0.03104,-0.06491,0.90848,0.03399,0.41146,-0.07906,0.36893,-0.03763,
1403636589913555456,-0.11111,0.19208,-0.03309,-0.06792,0.90953,0.03732,0.40835,-0.07465,0.34087,-0.04678,
1403636589963555584,-0.11445,0.20833,-0.03500,-0.07200,0.91001,0.03986,0.40633,-0.06378,0.31164,-0.03724,
1403636590013555456,-0.11752,0.22309,-0.03646,-0.07586,0.90953,0.04246,0.40645,-0.05369,0.26789,-0.01391,
1403636590063555584,-0.12003,0.23530,-0.03646,-0.07847,0.90819,0.04467,0.40870,-0.04429,0.22057,0.00442,
1403636590113555456,-0.12222,0.24502,-0.03610,-0.08102,0.90647,0.04663,0.41180,-0.03445,0.16984,0.01422,
1403636590163555328,-0.12390,0.25193,-0.03529,-0.08383,0.90478,0.04801,0.41478,-0.02759,0.10415,0.01574,
1403636590213555456,-0.12537,0.25566,-0.03430,-0.08480,0.90371,0.04916,0.41676,-0.02168,0.03712,0.02347,
1403636590263555584,-0.12657,0.25606,-0.03333,-0.08450,0.90338,0.05003,0.41745,-0.02049,-0.02640,0.01695,
1403636590313555456,-0.12744,0.25341,-0.03233,-0.08313,0.90379,0.05071,0.41674,-0.01245,-0.08800,0.01973,
1403636590363555328,-0.12803,0.24772,-0.03131,-0.08116,0.90442,0.04979,0.41587,-0.00809,-0.14952,0.01762,
1403636590413555456,-0.12813,0.23886,-0.03025,-0.07874,0.90491,0.04895,0.41539,-0.00105,-0.20804,0.02017,
1403636590463555584,-0.12779,0.22707,-0.02908,-0.07559,0.90509,0.04701,0.41579,0.00980,-0.26464,0.03066,
1403636590513555456,-0.12710,0.21288,-0.02740,-0.07255,0.90482,0.04576,0.41706,0.01707,-0.30388,0.03073,
1403636590563555584,-0.12608,0.19656,-0.02577,-0.06932,0.90439,0.04424,0.41871,0.02581,-0.34287,0.03545,
1403636590613555456,-0.12475,0.17861,-0.02424,-0.06706,0.90389,0.04281,0.42031,0.03360,-0.36953,0.02366,
1403636590663555328,-0.12292,0.15936,-0.02332,-0.06463,0.90371,0.04075,0.42128,0.04460,-0.39189,0.01503,
1403636590713555456,-0.12051,0.13906,-0.02296,-0.06252,0.90399,0.03881,0.42118,0.05309,-0.41660,0.00032,
1403636590763555584,-0.11750,0.11790,-0.02342,-0.06106,0.90483,0.03600,0.41983,0.06614,-0.42209,-0.01487,
1403636590813555456,-0.11387,0.09611,-0.02456,-0.06143,0.90606,0.03401,0.41729,0.07740,-0.44139,-0.03091,
1403636590863555328,-0.10970,0.07328,-0.02624,-0.06165,0.90746,0.03165,0.41438,0.08468,-0.45668,-0.03389,
1403636590913555456,-0.10521,0.04993,-0.02791,-0.06117,0.90867,0.02996,0.41191,0.09520,-0.47234,-0.03229,
1403636590963555584,-0.10043,0.02618,-0.02978,-0.06011,0.90929,0.02878,0.41080,0.09518,-0.47248,-0.03791,
1403636591013555456,-0.09519,0.00270,-0.03172,-0.06017,0.90931,0.02838,0.41076,0.10902,-0.45949,-0.03292,
1403636591063555584,-0.08986,-0.01988,-0.03355,-0.06147,0.90891,0.02825,0.41147,0.10727,-0.44921,-0.03356,
1403636591113555456,-0.08428,-0.04217,-0.03509,-0.06282,0.90861,0.02806,0.41193,0.11236,-0.43813,-0.02646,
1403636591163555328,-0.07885,-0.06361,-0.03661,-0.06377,0.90862,0.02664,0.41186,0.10730,-0.41880,-0.02823,
1403636591213555456,-0.07343,-0.08415,-0.03821,-0.06400,0.90895,0.02557,0.41117,0.10751,-0.40078,-0.03704,
1403636591263555584,-0.06848,-0.10312,-0.04050,-0.06364,0.90954,0.02423,0.41000,0.09609,-0.36866,-0.05025,
